,X,Y,Cat1,Cat2
57,-1.3440602770953696,-1.7660807595492982,A,A
58,3.480240058017085,2.3489239845516563,A,A
59,-2.998815809649329,-0.792657923946138,A,A
60,-2.14197810108102,-0.7166387915628862,A,A
61,3.3056169730668112,3.4156152719950628,A,A
62,-0.4906087015605205,2.0541028098638066,A,A
63,-0.20996762539430894,-0.029446787363908405,A,A
64,0.8459128715526285,2.4237150734951163,A,A
65,-4.672214528553761,-3.64955998949237,A,A
66,2.4994026861009546,2.325205823347523,A,A
67,0.6873519110726265,-0.34734258250313366,A,A
68,-0.37400314836801946,-0.801248924834038,A,A
69,-2.2029847744409743,-1.2144146498045183,A,A
70,-2.7358458761833386,-2.015037051948723,A,A
71,2.5439099716839717,2.285321005678655,A,A
72,1.4012151683522478,1.0964549224134075,A,A
73,-1.6503387644270138,-1.570285091946627,A,A
74,-4.410899127136437,-3.7378322101432264,A,A
75,1.9870105422642497,2.477872469299199,A,A
76,0.7686779608834613,1.281310352877571,A,A
77,0.17070717312504247,2.034338938380447,A,A
78,2.3308524486401785,2.1879989901953163,A,A
79,0.8298224777478536,1.4313380203619785,A,A
80,-2.5611384626362907,-2.801829298804811,A,A
81,-1.6488094386723178,-2.914541010061413,A,A
82,-1.6171574451538204,-0.3611300075925734,A,A
83,-2.1131969425296613,0.39312542370017134,A,A
84,-1.7201357217960058,-3.2871541576095122,A,A
85,-1.869615645378658,0.9187398187542888,A,A
86,-1.1026920847363413,-0.8856271392265711,A,A
87,-1.4577889730453695,-2.178172081898832,A,A
88,1.9126953340502462,2.4242500560340914,A,A
89,1.161397920953542,-0.2893453831738102,A,A
90,0.8834063896530765,1.686319009109466,A,A
91,0.8509343039277213,1.1033420626103105,A,A
92,2.7207840682901825,0.602408462751147,A,A
93,-4.15664378087764,-3.4237556867266323,A,A
94,-1.9280413223796429,0.6244714144085652,A,A
95,1.593740237354366,1.0882735176307048,A,A
96,0.45150745430289263,1.2696930458283127,A,A
97,-2.3613860110386993,-3.887217416520066,A,A
98,-0.43618497708577125,-0.8785596944934435,A,A
99,-1.7513353186638958,-1.0187564259811839,A,A
100,-2.552337355393462,-0.05683534930880718,A,A
101,0.5942605048876727,0.9019956378734002,A,A
102,2.6949680764824278,4.279685443920524,A,A
103,8.150927567610204,5.254464624580273,A,A
104,0.5727165723086801,0.5084919889984892,A,A
105,2.820060297791314,2.8840405324376577,A,A
106,1.4092596978660803,0.22904890099377517,A,A
107,1.3907875451292506,-1.7905302394687457,A,A
108,-2.415306219080882,0.3423758642873518,A,A
109,0.42830500843736224,-0.4724120575761789,A,A
110,1.9678352654851803,0.27037273514532445,A,A
111,4.730463621308702,5.3937489611173115,A,A
112,-0.14933577479237992,-0.9744086123238545,A,A
113,-1.622387054979677,-2.6673246671944644,A,A
114,-0.2998291014544521,1.1300024928646986,A,A
115,3.232310325333514,4.682042287565242,A,A
116,0.8272752973610055,2.9534184464936115,A,A
117,2.3484011334025343,2.688696518057177,A,A
118,0.895940807541197,2.0527330164408624,A,A
119,0.4844730225484788,-1.2621162164474686,A,A
120,-1.7343779921314009,0.10973123197446433,A,A
121,0.7249701951722296,-0.057302892702360775,A,A
122,1.4413911263735835,1.5571286940305318,A,A
123,-0.36734124951844055,-1.3649683924041836,A,A
124,0.4507302810265936,-0.7489727448679953,A,A
125,1.4118349309678129,1.5912806763761291,A,A
126,0.5974119997305859,1.6918766531214247,A,A
127,1.1742987287688578,-1.0758191721446262,A,A
128,-0.6595830055299963,-0.7268706319876672,A,A
129,3.541122495007166,2.7631213543291735,A,A
130,-1.6553915401535597,0.09136450630627735,A,A
131,0.023704955722043675,1.7023326180640732,A,A
132,-1.9374721744526358,-1.0160493757749196,A,A
133,-0.3527791470954078,1.7905484652801256,A,A
134,0.2943124665974284,-1.6174698753041337,A,A
135,1.581837989797608,-0.11101697891784079,A,A
136,-0.4178884904660849,0.2581569346683695,A,A
137,-1.0488092411960386,-2.547664268808348,A,A
138,3.503115434990031,4.469848972680363,A,A
139,1.4193020161774508,0.7943052371313076,A,A
140,-1.9015897058294642,-2.7200374304365713,A,A
141,0.5019182415368266,0.7826467233610539,A,A
142,-0.25988690683583293,1.0014444381801155,A,A
143,-3.1298250356981123,-5.525276319485578,A,A
144,-0.9355005024584002,0.17502946856795643,A,A
145,-1.562115753272744,-3.3268095873647097,A,A
146,0.21216432813853897,-0.3232492734970698,A,A
147,1.262835526515693,-0.3449530577145501,A,A
148,-1.1206736979808922,-0.9826440949321475,A,A
149,-3.016794414771131,-3.2574149230349434,A,A
150,3.1548393535041748,2.3538203118886383,A,A
151,3.4113143457136417,4.180901844219253,A,A
152,1.6477725338210456,1.8187530912269219,A,A
153,-4.940113885586455,-5.287244663647672,A,A
154,-0.5211801312438256,-0.5412783054638339,A,A
155,-1.0732723964340332,1.383430721546911,A,A
156,3.634894953743016,2.7458643362064303,A,A
157,1.957570728454491,2.098351162864948,A,A
158,1.8579557614634494,0.5633590634647827,A,A
159,-2.7568144975179463,-5.27992378239933,A,A
160,-0.956847122968688,-1.2312205103398726,A,A
161,-3.1634134627015538,-3.7521574054724063,A,A
162,-3.8405742535487275,-2.4898591081541444,A,A
163,3.07380973100506,1.554738194905525,A,A
164,3.4478632348174796,3.9773756450977027,A,A
165,2.527892733455256,0.1669194531733469,A,A
166,1.4646680452664922,1.088647320601418,A,A
167,0.9171099394936483,3.0768876002886976,A,A
168,3.532331922025946,2.0564116476510366,A,A
169,1.6772408548928124,0.3814765957788312,A,A
170,-1.4629278853114602,-2.737934667691659,A,A
171,0.21616615875146922,1.1277380711194689,A,A
172,0.7251114996854433,-0.22015101360730116,A,A
173,-0.9027117344562515,-2.322254456811477,A,A
174,-0.6393969002943232,-1.0198049227044486,A,A
175,0.11999921234911948,-0.903184574951783,A,A
176,1.347483368928437,-0.1250441853907761,A,A
177,-2.95657537512052,-1.6537318817042133,A,A
178,-2.5039024969928896,-0.11840108672139427,A,A
179,0.4465892038138438,0.5546644978793437,A,A
180,0.5952947023647804,1.1278101075429614,A,A
181,0.499670943696516,0.4082915807265756,A,A
182,-0.9886807104854363,-1.309777461704978,A,A
183,-2.8783939161838124,-0.7091814120991846,A,A
184,-0.9150832969306514,0.2540190572708386,A,A
185,1.9454183400888958,2.144811189656674,A,A
186,-3.6804121652088044,-4.881011171298126,A,A
187,1.8008018495669444,1.4187165407219802,A,A
188,0.27804780671199847,0.024170770940273978,A,A
189,-0.8566246144288718,-1.9673559892439296,A,A
190,0.1681152922481144,1.8947948162693393,A,A
191,4.439180360588923,3.152445948490173,A,A
192,-0.38278095326401185,0.27203795818694076,A,A
193,2.0255493119417056,3.9384304169958693,A,A
194,-0.0903432257789461,-0.6314287915726152,A,A
195,2.7948497147286226,2.0019807475495996,A,A
196,-2.7627496503702345,-1.3924394069725827,A,A
197,-1.0502171361058021,-1.827107626835069,A,A
198,0.5654299741169504,-0.07476685481175499,A,A
199,0.2035493608509369,2.6247083869928303,A,A
200,3.14510737741431,1.2925571175125312,A,A
201,3.5942502721212133,2.1680975901712967,A,A
202,2.133450341306637,0.47153313350618675,A,A
203,-2.047117316654785,-2.8828204241497026,A,A
204,1.7967329998441404,2.6702973661801224,A,A
205,-3.818719577526907,-0.928598525426922,A,A
206,1.7556404884792514,2.7255236023100777,A,A
207,-1.019411756266168,-0.8327191746028011,A,A
208,0.5396463326003998,0.7507614351428474,A,A
209,-1.7644840998065545,-2.99299957921619,A,A
210,-2.351388582795261,-1.8614491340520996,A,A
211,-1.7114051737848914,0.34383950770875304,A,A
212,0.9617249367930233,-0.5641730268185019,A,A
213,-1.185888553008599,-1.4088175834779695,A,A
214,-2.2507690223677432,-1.788576997870351,A,A
215,-4.303987339771619,-5.395852512083994,A,A
216,-1.6247732220767752,-0.6973702344974666,A,A
217,-0.7549654184565969,-1.0644655361704358,A,A
218,-2.6479314846055884,-2.0559575139107893,A,A
219,-2.1161614715540518,-1.8162100865995452,A,A
220,2.909552726807616,2.7252150636682027,A,A
221,-3.774842819577047,-3.1313332398451923,A,A
222,1.6285523930918804,-0.02071768061605095,A,A
223,1.450390998969469,-0.4470117772987825,A,A
224,1.091297398363356,1.7174058760276765,A,A
225,-1.3228354473209705,-0.6707359325723589,A,A
226,1.6286667873286291,1.0555723296820654,A,A
227,-3.210580724219341,-1.9729922147447483,A,A
228,-2.8510436181074605,-0.2919068055265368,A,A
229,-0.5475276281763765,-0.21742816238267038,A,A
230,-1.2799211769531789,0.5991038049692832,A,A
231,-4.008762791668202,-3.041667961470084,A,A
232,-2.379400258795311,-0.8146494384197758,A,A
233,-1.6244429908549805,-1.4767390981183286,A,A
234,4.039435919522966,3.4740866122531573,A,A
235,-1.186195477373735,-0.11245817902288635,A,A
236,-1.641318952762458,0.547733530711747,A,A
237,0.02705642982615261,-0.3043500951480027,A,A
238,-2.3717941371332127,-2.0997563403628647,A,A
239,3.524913792650887,1.3825458007716798,A,A
240,-0.8993594162707241,0.03597701253273966,A,A
241,2.0423798040303796,-0.13447678601882096,A,A
242,0.6518787672664512,1.6177384106716373,A,A
243,1.6131208324032933,2.3518258421294944,A,A
244,-2.957011547906011,-3.426808308657293,A,A
245,0.1788008318195469,0.2704898113697171,A,A
246,-1.493428284082887,-1.0407776274611518,A,A
247,2.5219302386532707,2.661733264652017,A,A
248,-3.1512209142398246,-3.065603218045381,A,A
249,-0.038115285938396415,-0.9005553223015361,A,A
250,-2.3298424047846926,-3.2539875489430017,A,A
251,2.8010301399844217,1.136286389278399,A,A
252,-1.5956972151640796,-1.2420486605490875,A,A
253,3.0064707892613423,0.7311691710016412,A,A
254,-2.6747995375022255,-2.613424809234752,A,A
255,-1.3237757779977388,1.6302596933415527,A,A
256,-4.410444834846733,-1.2077783305531953,A,A
257,2.4290453801285947,2.964975795478598,A,A
258,-1.8084013368782776,-1.7216736117720592,A,A
259,-1.2426289299622018,-1.9601684757750693,A,A
260,1.183577143874701,1.5888810210810804,A,A
261,-1.0105320928575443,-0.8513848280454435,A,A
262,-2.6315874864125846,-1.5835145214703192,A,A
263,1.6587993673777448,0.4912774980826983,A,A
264,0.3543600009651844,0.6280610372016582,A,A
265,-1.2214839845242529,1.1016343697122466,A,A
266,-0.33690575019791036,-0.7036117437490442,A,A
267,-2.484570539306847,-0.5849367325339963,A,A
268,2.308326297593657,1.2738993632590898,A,A
269,-0.2808194847525798,-2.4512929632663925,A,A
270,4.055602217806798,2.7739542847020675,A,A
271,1.8304622076998944,0.1504186529758671,A,A
272,0.028487578678046674,0.2045315716351875,A,A
273,0.2710535574784877,-0.3337719571239567,A,A
274,-1.7184274325088853,-2.2312295783474516,A,A
275,-0.5070697082763449,1.1558783115820745,A,A
276,3.781564196958393,5.13219104524512,A,A
277,0.2136104003800564,-0.37243860939476037,A,A
278,-0.1860785744453661,0.23860301860178157,A,A
279,-4.433174525949404,-3.6983346944608977,A,A
280,-0.9323067437971364,-1.639167461430122,A,A
281,-2.463332942718957,-1.362231548238392,A,A
282,3.6773653180954105,4.35045346395961,A,A
283,0.02584514952287109,-1.9788787777450374,A,A
284,0.9326198168693423,0.021705718688281528,A,A
285,-3.410154993830794,-2.654407504220355,A,A
286,2.6381125451423033,3.2384616444928134,A,A
287,1.5853653965503556,0.9803269730139442,A,A
288,-0.6629222161778694,-0.940335217274086,A,A
289,0.9388414654838458,2.9083507770789967,A,A
290,0.8243377687895856,-1.322308881219406,A,A
291,-1.8335055726229192,-2.29881176829865,A,A
292,-0.013321070882610538,0.07610537043347443,A,A
293,1.333040844585432,2.9979634801156787,A,A
294,-1.2190720283886103,0.30319682839176343,A,A
295,1.5634961608881979,0.07717944034498381,A,A
296,-1.4194512951240812,-0.3301333703365352,A,A
297,-1.5219430103209346,-1.5194623928349484,A,A
298,-2.3366996277420955,-1.2464105171124193,A,A
299,4.1974732842831735,3.815276021038353,A,A
300,-0.9121809966923649,-1.6339604544838235,A,A
301,-0.3859608254732749,-1.956648393961527,A,A
302,-0.3324028309594507,-1.2407379519763397,A,A
303,1.8209996816660043,1.0659917026335741,A,A
304,-2.2712448953942723,-0.7237382539203475,A,A
305,2.5873837312737322,3.376033383990948,A,A
306,-3.018424691595844,-2.212111250467616,A,A
307,0.7801019674682296,0.36334271978287724,A,A
308,-1.8669628265424867,0.39056209040374146,A,A
309,-0.1318172912090987,-0.25283607223418064,A,A
310,3.040997758066182,3.5124537973554886,A,A
311,1.1210512512446342,0.16793267130091094,A,A
312,0.3916921244838123,2.8626265320643203,A,A
313,0.9120610077718242,0.33440533192117217,A,A
314,0.6363434883536818,-1.0024425833015047,A,A
315,-0.24470292046679054,1.746333828745895,A,A
316,0.8931548724171855,-0.08971882901120687,A,A
317,1.0698402101240647,2.280399384070149,A,A
318,3.120983199958866,3.104539075465846,A,A
319,1.2790513427097083,0.3991975410020939,A,A
320,0.19229413448084132,0.8498257236846851,A,A
321,1.2172390974143503,0.9026291394575832,A,A
322,-1.0461615556694952,-0.995358433806069,A,A
323,3.370573225546175,5.510812884313271,A,A
324,-1.0312064528411249,0.21564750824201506,A,A
325,-1.3197572315732433,-2.951088915395445,A,A
326,0.7717384016001522,-0.6602742214183227,A,A
327,3.4710127260025785,3.0703977950764436,A,A
328,-1.853333790372413,-3.626236799001679,A,A
329,-4.434385478728606,-3.1987367795928736,A,A
330,-2.1054980172770477,-1.064908294297947,A,A
331,-2.2746437295556396,-2.1536868143142125,A,A
332,1.1636079381246822,2.602962829407713,A,A
333,-0.20170902021060233,0.5534624280947695,A,A
334,-0.8731599205610859,0.08983426224645663,A,A
335,-0.4980367827276587,-1.944236833337057,A,A
336,1.506568996887042,-0.9440807741252479,A,A
337,-0.8211332524213542,-0.38533735729304275,A,A
338,0.0016637979624581356,-0.4781017254132538,A,A
339,1.6371113970485167,-0.25394082325865197,A,A
340,-2.4509015658379982,-1.2677970342723608,A,A
341,-0.48740420746656543,-0.7105436684063784,A,A
342,3.6562380321660743,2.446504577598539,A,A
343,0.3331600056865365,2.8151077869268697,A,A
344,1.1964858106558487,2.714399918360593,A,A
345,1.0322014554026353,1.8168895105491354,A,A
346,-1.8340595310153895,-2.1942485614878477,A,A
347,-2.6614315387518905,-2.3522603936747366,A,A
348,-1.9189785080115822,-1.855196750328691,A,A
349,2.2549660216886114,2.7396725957467107,A,A
350,2.3813826983268886,-0.06435955815371197,A,A
351,-3.0301242773272965,-1.5886014903357688,A,A
352,-0.48841457329990035,0.18571145770509306,A,A
353,1.543672747351844,2.9085986678066114,A,A
354,3.7361262936315387,1.8088733091493465,A,A
355,0.9637711348613187,0.06438304786282167,A,A
356,-3.4440874988897616,-3.29399465069555,A,A
357,0.9187850570424895,1.8393507219113112,A,A
358,-2.418953669007787,-1.658485561239806,A,A
359,-1.4445064697584586,-1.6287368101897375,A,A
360,1.561504940930356,0.9401450798388381,A,A
361,0.20623497266956098,0.8186118302665837,A,A
362,1.1009307732050098,2.1313326667194565,A,A
363,-0.5088501147473876,-1.5794032426833269,A,A
364,-3.344872757357983,-3.523215223514711,A,A
365,0.46460042449096306,-0.9618935676669866,A,A
366,-0.10349810192382991,-1.7448780329010976,A,A
367,-0.9282005526347301,-0.6987167983571253,A,A
368,2.0125307028475463,0.8530416725863892,A,A
369,-0.20876066408251714,0.7842143772238808,A,A
370,3.5696898842672864,1.6348006077273667,A,A
371,-1.3183397287332466,0.026762428559753637,A,A
372,0.09291087593242048,-0.6525368264650198,A,A
373,-2.7519448198074046,-3.8774682620771332,A,A
374,-1.8877568954651252,-2.6714795961540503,A,A
375,1.2818799086505008,1.3107896455350807,A,A
376,-2.1309502512599545,-3.163088223368771,A,A
377,-0.7403941038304829,1.2439984572642895,A,A
378,5.323402275768918,2.4826531349741194,A,A
379,-1.6078117825090945,-2.7756182668901204,A,A
380,-1.7921289230588058,0.049606578221960795,A,A
381,0.9345698075215366,-0.14969726820719054,A,A
382,3.410169928881371,3.3429703961952857,A,A
383,-0.32259580642612196,-0.3171399123253561,A,A
384,-2.526154368738233,-3.3940296375024266,A,A
385,0.9090088857712785,1.682281443366352,A,A
386,0.013057193655619637,-0.5594074069998503,A,A
387,-1.3287203720960226,-0.8476928076441254,A,A
388,1.8680049005327855,0.8442265414571914,A,A
389,0.6794010041012235,1.617707409387319,A,A
390,-5.222273984313191,-3.5653592948144617,A,A
391,0.9468230749754409,-0.1564932481715875,A,A
392,-0.2563332292546212,-2.1622466638740936,A,A
393,-1.6044736899709677,-1.304683893407769,A,A
394,0.0732894598773011,0.3971703816437828,A,A
395,1.5439080839605026,3.2756740787581546,A,A
396,-0.492206908373197,0.07286044974983874,A,A
397,0.2253047451444139,-1.0431281953239449,A,A
398,-0.38287531561567056,-3.364348687574499,A,A
399,-0.8010254790952613,-2.3917674912548805,A,A
400,1.1783818251561302,0.9435785025921064,A,A
401,-2.8117547471219617,-1.7377934009849973,A,A
402,1.346031648432577,1.9359762656179273,A,A
403,-2.3819737350015364,-1.3041446358313156,A,A
404,0.04090452984761206,1.7803448509694,A,A
405,3.4495380074809963,2.2750776147037977,A,A
406,3.5321395772700073,2.5615191684839016,A,A
407,0.34170158090945746,1.5812470182027436,A,A
408,-5.023491005557398,-3.917824514159541,A,A
409,-0.11103179235079884,-0.06380646267435194,A,A
410,-0.16886981725653982,-0.7860471860748784,A,A
411,1.4356892906232228,0.611951546159892,A,A
412,-0.5319576799072674,-0.771135907833108,A,A
413,2.8899584133178298,4.701279537825197,A,A
414,0.6156094020678605,1.1329207340639218,A,A
415,0.5537445070402639,-0.9456109903259314,A,A
416,-1.5886931373659094,-1.5075831368581287,A,A
417,-0.14730601106087682,1.8299497816469703,A,A
418,-6.839753271100622,-4.02352070262822,A,A
419,1.500621736942601,1.0290277445954623,A,A
420,3.1118031231678467,2.3049144207417807,A,A
421,2.7921972407674405,2.4448997910237784,A,A
422,-3.057516872062834,-4.088451675808878,A,A
423,-0.21132170882732515,0.7657539340512591,A,A
424,4.158961517241513,1.341464565911293,A,A
425,-0.5231988289270129,-0.7231394338935966,A,A
426,2.7004292744678122,2.549576577176347,A,A
427,2.686815598047731,3.1301045504275673,A,A
428,1.8764113535406843,-0.023943597408770723,A,A
429,0.9391012216588819,4.867076342788715,A,A
430,-1.7538283612195225,-0.3748558801464924,A,A
431,-0.9700787767590645,-1.8236743152904251,A,A
432,2.7222337899035103,2.9269220480724316,A,A
433,-0.8054757744310839,-3.157218174896918,A,A
434,1.2110585500403352,2.2351166649799663,A,A
435,-0.44327747395614625,-3.2580132755186684,A,A
436,-2.1458350572613663,-2.3532329860579666,A,A
437,1.2735127819864003,-0.010043381302473509,A,A
438,0.32948724641984783,1.6934533251582935,A,A
439,-0.19955924106232603,0.7934236231697885,A,A
440,-1.7665100398085865,-1.653686535881182,A,A
441,-1.625218581703972,-0.003859632038056837,A,A
442,-5.077028312490743,-3.658282530377134,A,A
443,2.192453356021182,0.6155608076596936,A,A
444,-1.7324643555608847,-0.3393087644691165,A,A
445,1.0102491961440936,0.8534135671486833,A,A
446,3.3126376713574084,1.849719173058664,A,A
447,-1.3968508215567979,0.7801120338664853,A,A
448,-0.5857135087502952,0.8154167064675192,A,A
449,3.4508984517405747,2.8331259176632226,A,A
450,1.7680245918782709,3.5055290515655586,A,A
451,1.6895786064200997,-0.30843447586506634,A,A
452,-3.066924996518066,-1.9496195543273211,A,A
453,-4.57400893046837,-0.8103597865087666,A,A
454,0.328141344134027,-0.5706011738558487,A,A
455,-0.8152997858997582,1.215901872740792,A,A
456,2.8795497694486114,4.8133671651229655,A,A
457,-2.342368580262453,-1.8020097846426686,A,A
458,2.2745737221864246,3.810145523651336,A,A
459,3.189102617515964,3.547689439338982,A,A
460,2.3192731141683707,3.821392528950829,A,A
461,-0.11436717739849311,1.6942291763597295,A,A
462,-3.1919143158344236,-3.247826822439766,A,A
463,-3.5150542953302346,0.1839059737197588,A,A
464,-0.2923572032331305,-2.2456340642623864,A,A
465,-4.092769642996377,-4.580484139712082,A,A
466,0.5797136314087866,2.1922937789245007,A,A
467,0.5364200796882429,0.2665151445611941,A,A
468,2.724282558203056,-0.44908485706301216,A,A
469,-2.750827028846089,-3.453520441907484,A,A
470,-1.7387188417513366,-2.6918043586282034,A,A
471,0.10485703042712402,-1.1098097540685532,A,A
472,-0.8946502795278755,0.27787657405410804,A,A
473,-0.6703888523551665,-1.2441927969854705,A,A
474,0.5459244375349888,-1.0636125331261357,A,A
475,2.4895575865958626,3.221123781124698,A,A
476,-2.1890940236924585,-0.7684807228347976,A,A
477,1.0229401365406783,0.02855218957321537,A,A
478,1.9309875751566472,1.937025332363258,A,A
479,-2.770165290614354,-2.8081654450947475,A,A
480,1.8747808159309205,1.7875042763298463,A,A
481,-2.4213541913714387,-2.0380358631330986,A,A
482,3.4546403777432815,0.3881047738311907,A,A
483,-4.008531045697678,-4.915845442246794,A,A
484,-0.5267479950998573,-0.19137001889088043,A,A
485,0.4938663169296942,-0.643716007883906,A,A
486,3.5526272287969887,5.116734036243597,A,A
487,1.3006164419923616,-0.24625032494692378,A,A
488,-0.8816793410995769,-1.183236567436588,A,A
489,-2.4436814277175194,-3.6858514637179938,A,A
490,1.5157076565493852,1.8307954466489385,A,A
491,-0.6809477221591858,0.11847119889984375,A,A
492,-0.26922207372674034,-2.53829101030507,A,A
493,-2.899058701342174,-4.369239402157176,A,A
494,-1.4094285645035254,-2.182978863434735,A,A
495,3.4555042086587573,4.492447939390667,A,A
496,-3.1970453489277895,-1.1563048868283081,A,A
497,-2.853125491020261,-2.027657241144515,A,A
498,-0.6617857322024687,-0.992563767994084,A,A
499,-4.943525877131157,-4.760778014021019,A,A
500,-1.2022892869638238,-0.9447184702946863,A,A
501,0.8031999432339394,-1.7671878951845044,A,A
502,0.6624248699730109,1.0627213946112088,A,A
503,3.960569734497502,1.8050386360669695,A,A
504,-0.3160964222442064,-1.7999481202846337,A,A
505,-3.5114673217111245,-1.5133027831304884,A,A
506,3.8180371284010066,2.1778014770754486,A,A
507,1.9803020168136904,2.349519540927308,A,A
508,-3.1637782816606173,-3.179515159344972,A,A
509,1.4273877637964596,1.1418295555375897,A,A
510,1.8116542256948496,2.2370535455301814,A,A
511,-0.5747343127316775,1.062937176663905,A,A
512,-2.1070467761246583,-1.9231877145177854,A,A
513,-0.15219578713911752,1.7014968245371573,A,A
514,0.6292503892410589,-0.694029826347703,A,A
515,1.9490691803786357,0.030282899772303695,A,A
516,1.684845084708027,3.357557067670409,A,A
517,0.4415785940861401,0.5970776994301115,A,A
518,-4.03305685850229,-1.010729658588303,A,A
519,-1.2207597652752629,-2.3740279460687965,A,A
520,-2.633653611902356,-1.617276920587768,A,A
521,1.0035411730570996,0.6901285333034598,A,A
522,0.6488018829136654,2.177469070925906,A,A
523,-0.6078472496080639,-0.008841766567138254,A,A
524,0.67467180199308,-1.2610479769460508,A,A
525,2.630708912068191,3.4658299109317543,A,A
526,-5.010365270537699,-3.7560154487500252,A,A
527,0.8320215801482546,-0.6014840487129434,A,A
528,-1.821532774764454,-0.2957456093127747,A,A
529,0.08737230985829106,-0.18519512430456395,A,A
530,-3.0668650626826754,-0.9328796443427751,A,A
531,-1.6434568288012266,-3.73826276772679,A,A
532,-2.630880331429626,-0.1766900087589356,A,A
533,-1.868958891395255,-1.4731789244097566,A,A
534,0.20248876588530915,0.39881749126082283,A,A
535,-0.33256592293855514,-1.5308582071911259,A,A
536,-0.12244829720092212,-0.27145718563522553,A,A
537,-1.2773112745790431,-0.5251987158164968,A,A
538,2.077584387881641,2.700736019075812,A,A
539,2.60579088142539,0.14082441788576383,A,A
540,4.021900209522123,1.5400729204661239,A,A
541,1.2879285768750615,0.24747891128817034,A,A
542,-1.4700182062525844,-0.9702064173856589,A,A
543,-3.063964988807145,-1.1915760553494164,A,A
544,-0.3295172367617795,0.5706839813932962,A,A
545,2.9432486323902864,2.6145243775466325,A,A
546,-3.1205375151568475,-1.589978739412095,A,A
547,-0.3320730641807307,0.5344911581793265,A,A
548,4.349188536372298,3.803909956251001,A,A
549,-2.4900951957490522,-1.168029622126981,A,A
550,-0.7772788023123064,0.6773888229951689,A,A
551,-1.158189935891468,0.7755165132796751,A,A
552,-0.49755443292970125,-1.2648384066758973,A,A
553,1.0004778397723368,0.6335028247003927,A,A
554,-2.011597021290939,0.7857719019099296,A,A
555,1.092014003961558,0.03864051340720165,A,A
556,0.7807850262649955,2.6273168636383204,A,A
557,-3.1158859660950884,-0.5878997970009063,A,A
558,-0.13205756329216145,-1.0696089419784363,A,A
559,0.6963891189843232,0.8350492934587794,A,A
560,-2.794228898988284,-0.6609425132705943,A,A
561,0.4609004263672943,1.4670179762229647,A,A
562,-2.3896322853098644,-4.332512910095461,A,A
563,-2.3786319628099815,-2.440740484494288,A,A
564,2.57327084549813,-0.10557404459438713,A,A
565,2.0993707569525486,1.344116004888929,A,A
566,-0.4362666873270278,1.6277195977632912,A,A
567,0.15739041339450055,1.2426211380601646,A,A
568,3.1510322131100206,0.09750107835862543,A,A
569,5.450425688985119,1.4534779884849316,A,A
